text_clean,sentiments,scores,features
suasana kaya squid game wkwkwkwk,positive,0.5302859544754028,[ 0.44844517 -0.75609094 -0.08608595]
sumpah kls 5 sd universitas udh blajar ngafalin lbih 100 nulurr g strongg ruangguru,positive,0.6141287088394165,[ 1.0862958  -1.5675151   0.50279325]
nontonnya bayangin sana uhh bangga banget keluarga realitanya jaman remed matematika kuliah matkul fisika wkwkwk,positive,0.9858182072639464,[ 3.493151  -2.1973639 -1.015975 ]
mbak lyca arep hujat semangat adek2,neutral,0.729383647441864,[-0.48499566  0.9965883  -0.9431393 ]
aaaa semangat lolos ttp hebat,positive,0.9935032725334167,[ 3.8642213 -1.5300193 -2.3521407]
keren banget acara,positive,0.9966776371002196,[ 4.3109713 -1.7954626 -2.4969563]
kak geman baisa tanggal lahir isi tanggal lahir ajak,neutral,0.9962620139122008,[-2.5570333  3.9238744 -2.1865976]
kagum banget kagum marketingnya ruang guru ngadain event kompetisi gin bikin nambah awereness ruang guru bimble keren,positive,0.9960508942604064,[ 4.385904  -1.4197628 -2.568474 ]
hebat bidang,positive,0.996170461177826,[ 4.314933  -1.6800926 -2.2903812]
nnton kore mikir yah orang indonesia acara bgini eeeh,negative,0.9764385223388672,[-1.995651  -1.1095686  2.9599257]
positif banget acara,positive,0.9951999187469482,[ 3.9800527 -1.8379004 -2.3127904]
kerennnnn habis nonton eps 4 podcast densu aduh korban bully anak2 pinter2 banget astagaaa nonton lihat bio satu2 haru pinter2 bangetttt moga org pinter indonesia biar beneran negara maju cerdas,positive,0.9511855244636536,[ 2.753862   -2.5213604  -0.32085356]
wow produksi bener2 bagus serta kaleng kaleng moga acara batu loncat standar acara indonesia,positive,0.9936098456382751,[ 3.880871  -1.875473  -1.8425133]
unj seni musik yak,positive,0.5943915247917175,[ 1.0711519   0.63883656 -2.3284032 ]
gk erti lihat asa orang pinter ikut deg deg ikut panik,negative,0.9971476197242736,[-2.359237  -2.0974488  4.3301067]
kalah gibran rakabuming raka ipk 2 7 wapres konoha,neutral,0.9642049074172974,[-3.1291168  3.0409007 -0.3105726]
acara indonesia anak anak smart,positive,0.9844034910202026,[ 3.3555408 -0.9335382 -2.797929 ]
menang bahagia konten bobot semangat,positive,0.9742184281349182,[ 2.7512767 -1.3136802 -1.9264522]
kenapaaa slalu lihat prestasi rata2 anak2 menang olimpiade bidang eksak mipa core sosial pdhl tau prestasi olimpiade core ilmu sosial,positive,0.962976336479187,[ 2.72716   -0.8901858 -1.7301662]
neng lihat orang2 pinter ngumpul hhhh,positive,0.9853679537773132,[ 3.2614403 -1.5650715 -1.7242839]
tonton bangga ikut,positive,0.988454520702362,[ 3.3740323 -1.4891163 -2.1589224]
pening,negative,0.9973547458648682,[-2.3808246 -1.9948221  4.456161 ]
kerennn unhas,positive,0.9965935349464417,[ 4.3348627 -1.7524341 -2.4361145]
pinter presiden udh bodoh aku ber integritas zonkk,negative,0.9977432489395142,[-1.9918988 -2.4586692  4.586388 ]
seru esport,positive,0.9958003163337708,[ 4.3260803 -1.3879544 -2.6671767]
ngerasa rendah ilmu banget lihat pinter2 beda moga anak kelak beril manfaat dn ber akhlak mulia aamiin,positive,0.916295289993286,[ 2.3936627  -2.190528   -0.11792567]
kereen banget neng banget orang orang pinter keren kasi panggung moga acara kasi panggung talenta muda inspirasi,positive,0.9897294044494628,[ 3.4226418 -1.9800133 -1.7148237]
nikmat acara,positive,0.9967606663703918,[ 4.312438  -1.9750925 -2.265618 ]
orang orang cerdas laku indonesia semangat orang orang hebat,positive,0.983637511730194,[ 3.2494051 -1.9638015 -1.2432771]
aa,positive,0.9755263924598694,[ 2.7800453 -1.3877032 -1.8658903]
moga acara sepeerti dunia motivasi anak indonesia,positive,0.98357093334198,[ 3.4956162  -0.72964954 -2.6787932 ]
hebat pola teknik faktor bkin gagal salah panik hebat,positive,0.8917281627655029,[ 2.204439   -2.3715901   0.00731468]
acara bgus didik,positive,0.9882925152778624,[ 3.2875423 -1.8153033 -1.8680992]
suruh anak2 nonton,neutral,0.9017127752304076,[-1.779252   1.9821084 -0.4742297]
yaallah smoga kayak amiin amiin,positive,0.947178304195404,[ 2.6329794  -0.38093996 -2.3773627 ]
round 2 easy sumpah bidang jumlah isi 18 tinggal diitung total bidang kali 18,neutral,0.9846715331077576,[-1.8478436  2.9891684 -1.885667 ]
maxwell koyo jerome,neutral,0.9281650185585022,[-1.8037504   1.9554241  -0.96165323]
suka matematika,positive,0.9940319657325744,[ 4.1228094 -1.2372329 -2.5201685]
anak laki2nya sisir rambut,neutral,0.9518340826034546,[-3.1129644   3.0401368   0.01345654]
anak kayak asah otak 2037 wkwkwk skrng umur 4tahun kali,negative,0.9919310212135316,[-3.147515  -0.9246555  3.9897969]
biasaaaa,negative,0.9876617193222046,[-0.8296191 -2.5876346  3.7120512]
haru,positive,0.92502623796463,[ 1.99939   -0.8826771 -1.6882293]
bully orang orang prestasi orang orang juang isa capai,negative,0.9971649050712584,[-2.327398  -2.0437722  4.380439 ]
masyaaallah haru lihat orang2 pinter tuuu,positive,0.9881635308265686,[ 3.4219434 -2.0316925 -1.444905 ]
keren banget,positive,0.997103750705719,[ 4.4456215 -1.8129387 -2.4716065]
lanjuuuttttkannn acara,positive,0.9760754108428956,[ 2.7704728 -1.4847047 -1.8031578]
masyaallah dr kenal udh senyum moga anak aamiin allah,positive,0.977797031402588,[ 3.2787986 -0.6179299 -2.7539856]
keren bngt tereleminasi hebattt semangatttt,positive,0.9930971264839172,[ 3.7267973 -1.8429359 -2.0369425]
mantaps,positive,0.9973082542419434,[ 4.591983  -1.6602962 -2.5732741]
wakil komentar agas merinding,negative,0.965625524520874,[-1.3466945 -1.7060945  2.518274 ]
usu,neutral,0.641607940196991,[ 0.14781173  0.8908394  -1.5991284 ]
moga anak turun jenius cerdas,positive,0.9881382584571838,[ 3.4439898 -1.4660164 -1.9308492]
ui jurus statistika ipk,neutral,0.9883356094360352,[-1.1183969  3.4658012 -2.978166 ]
batir undip trensains sragen,neutral,0.9769341349601746,[-0.6769934  3.1539035 -3.1013734]
lolos hebat,positive,0.9915368556976318,[ 3.5901687 -1.9598709 -1.7811296]
lomba udh megang batu kali takut kecepirit,negative,0.9975298047065736,[-2.583042  -1.9601178  4.47029  ]
ken les ruang guru,neutral,0.9961808919906616,[-2.113537   4.0909786 -2.2215269]
pakai meja nyaman pakai meja pakai papan jalan,neutral,0.715794026851654,[ 0.7850783  1.7313285 -2.9953387]
acara kaya gin ramai,positive,0.8587113618850708,[ 1.6022334 -1.5450176 -0.5050683]
nonton stres,negative,0.9974825978279114,[-2.5418756 -1.863549   4.5288806]
mudah mudah,positive,0.9920167922973632,[ 3.6054807 -1.9039874 -1.9161752]
unej skip sek,negative,0.9059128165245056,[-2.2307422 -0.2599749  2.135205 ]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
dar tonton degdegan rit ding,negative,0.9866764545440674,[-2.0084097 -1.7241123  3.1417668]
gilaaaakkkkk kereenn banget sih gin gen z positif semangat generasi muda,positive,0.9951897859573364,[ 4.0474725 -1.7898571 -2.2095792]
aaaaa menang banget mreka pinter semuaa woyy,positive,0.987902283668518,[ 3.4716978 -2.2897816 -1.227844 ]
allah nonton solawatan pinter pinter banget allah,positive,0.9925922155380248,[ 3.6996152 -1.864806  -1.9185421]
kuliah lihat ipknya 3 4 00 bikin merinding parah moga anak2ku prestasi,positive,0.626507043838501,[ 1.1641675 -1.8238413  0.5585981]
rata jurus dokter teliti pintar mtk,positive,0.6382140517234802,[ 1.3329967  0.7251054 -2.466837 ]
allah ken anak turun pinter2 kaya pintar2 banget,positive,0.9859390258789062,[ 3.2993076 -1.8086715 -1.5027088]
ank2 hebat aq bangga lihat lolos gagal kaluan baik,positive,0.991439700126648,[ 3.673144  -1.7842319 -1.7599592]
ugmmmmmmmmmm,positive,0.9338793754577636,[ 2.1260993 -1.455723  -1.0209879]
bereh hna obeng jue,negative,0.9835577607154846,[-1.8795369 -1.3930475  3.1774738]
kereeeen seruuuu bangga banget lihat,positive,0.9965974688529968,[ 4.3049335 -1.8734217 -2.3099413]
hebat sumpah bangga terima kasih ruang guru ruang anak2 baik negeri,positive,0.992583990097046,[ 3.84578   -1.4145131 -2.2388735]
kmna bruthu acara sebgus iniiii,negative,0.4878336489200592,[-0.11291853 -0.8093125   0.24279064]
oliv lolos yah,neutral,0.7717950344085693,[-1.3033142  0.6785733 -1.1673986]
tarung almamater cak unair ugm let go,neutral,0.9899945855140686,[-1.0840161  3.6589212 -2.9169633]
maap potensi matematika nontom kooq seru,negative,0.6095264554023743,[ 0.80691206 -2.2464259   1.2983552 ]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
jujur acara clash champion motivasi sih,positive,0.9847106337547302,[ 3.600925   -0.67299664 -2.8370147 ]
allah menang nontonnya nonton detik video bangga banget anak anak lawan malas ajar haru anak anak hebat,positive,0.9912493228912354,[ 3.6612542 -2.1724162 -1.4714353]
keren banget sih acara,positive,0.9964998960494996,[ 4.2751913 -1.8118429 -2.417239 ]
bginian viral tayang tv bkan joget doank 7,negative,0.986446976661682,[-3.1437273 -0.6375002  3.7284153]
nonton ulang kali bosen acara bagus seru,positive,0.9962852001190186,[ 4.1768875 -2.1498837 -2.0677562]
keren banget acara bangga lihat anak2 prestasi nobat acara video faedah indonesia gas,positive,0.9933263063430786,[ 3.8111873 -1.5752604 -2.3356388]
gada dkv,negative,0.9935944676399232,[-3.0550923 -0.9869553  4.176247 ]
ajar dalam gagal temu motifasi dalam menang puas apa posisi tekun syukur,negative,0.7047975659370422,[-0.17306142 -1.1748992   1.0099559 ]
eng sub l,neutral,0.7201647758483887,[-1.4823502   1.0572039  -0.11504527]
moga anak prestasi kayak yaaa,positive,0.9883323311805724,[ 3.610875  -1.050258  -2.4426358]
shakira yaaa,positive,0.8528666496276855,[ 1.9999504   0.19570749 -2.8387666 ]
ragu kualitas anak indonesia cm rekrut paksa agenda kotor manusia busuk kuasa,negative,0.997806966304779,[-2.685702  -1.9283849  4.5764194]
gin acara harusss trending2 cerdas anak bangsaaa moga pintar pintar bareng iman dampak positif orang aamiin,positive,0.9787095785140992,[ 2.8412817 -1.6262968 -1.7364194]
iri banget orang orang pinter yaang ini moga kaya nanti,negative,0.9972597360610962,[-1.8670685 -2.5586157  4.435911 ]
nonton menang mama,positive,0.9709633588790894,[ 2.5933468 -1.3815572 -1.9053116]
juara kepintaranya tetep 100kli lipat dr wkwkwkw,positive,0.9757902026176452,[ 3.0089915 -1.9537749 -1.018614 ]
emak2 nonton doa spya anak sepinter mreka ngumpul,neutral,0.6363742351531982,[ 0.39051753  1.0558615  -1.8034947 ]
suka banget sih acara kayak imbang informasi,positive,0.995840072631836,[ 4.3965807 -1.298387  -2.716496 ]
mashaallah 7 juta views guyss rakyat indonesia butuh konten kualitas gantung media,neutral,0.6575547456741333,[-0.18372835  0.8022608  -1.1102037 ]
bukti dr tirta ipk patok,neutral,0.9914576411247252,[-1.3563074  3.6553524 -2.5814178]
asa squid game semangat semangat,neutral,0.7729500532150269,[-0.39208946  1.15305    -1.3669128 ]
sandyy,positive,0.5874987840652466,[ 0.9282551  0.5133268 -2.2479572]
maa syaa allah itb,positive,0.9507072567939758,[ 2.5164526  -0.67647374 -2.012031  ]
first time kenal maxwell,neutral,0.8016703724861145,[ 0.38099432  1.8120892  -2.9735947 ]
kerennn,positive,0.9970130920410156,[ 4.382724  -1.91328   -2.3833618]
umur 22 suka lihat acara,neutral,0.7701676487922668,[ 0.88764066  2.1105702  -3.397968  ]
waahhh seru sih nontonin org pintar mantap program smga lancar,positive,0.995125949382782,[ 4.122274  -1.5093648 -2.5115054]
indonesia butuh program acara tonton,neutral,0.9954124093055724,[-1.8695263  3.9245718 -2.5363424]
ruang guru keren banget adain acara kaya gin habis auto program ajar ruang guru orang tua ken anak kaya mahasiswa2 hebat,positive,0.9954583644866944,[ 4.1157594 -1.8845863 -2.0574985]
round kaya psikotes masuk kerja ngitung angka bar,negative,0.7943608164787292,[-3.464479   1.1646821  2.5258124]
brian sukses yaaa moga anak pintar yaaa sama nama brian siapatau yaaa,positive,0.8885154128074646,[ 1.6664445 -0.69253   -1.8087517]
lingkung keluarga suportif sm anak2nya,positive,0.9541128873825072,[ 2.9359345  -0.15609422 -2.9843595 ]
moga bawa manfaat keluarga masyarakat negara,positive,0.9823765754699708,[ 3.3023026 -0.8987362 -2.5203784]
tertawa bngt falah buruk,negative,0.9975503087043762,[-1.9650922 -2.4872847  4.5100164]
noo ibnuuuu,positive,0.6272273063659668,[ 1.0455239  -2.1772356   0.45578733]
indonesia pinter pinter sayang koruptor,negative,0.8987368941307068,[ 0.1737717 -2.8714218  2.4035294]
acara sungguh tunggu tunggu indonesia raya bravooo ruang guru ada acara semangat,positive,0.8149413466453552,[ 2.0878143  0.5795838 -3.0653691]
apa daya prestasi kampus cuman olahraga,negative,0.9960726499557496,[-2.1034787 -1.960486   4.1995597]
lomba deg deg,negative,0.9759366512298584,[-0.99674827 -2.1445465   2.9815724 ]
lolos hati hebat pilih masuk situ,negative,0.6741653680801392,[ 0.5673715 -2.4720309  1.3412102]
seruu banget pliss acaranyaa dpt ilmu baruuu iri banget org pinterrr huhuuuu,negative,0.6177977919578552,[ 1.2167809 -2.996903   1.7116759]
banyangkan rela sebar plosok plosok negeri cerdas anak indonesia indonesia maju,positive,0.9136961698532104,[ 1.9892431  -1.2081347  -0.93721515]
university war indonesia kereennn hyunbin indonesia,positive,0.960337221622467,[ 3.1522937  -0.06486623 -3.5467393 ]
moga anak murid kompetisi,positive,0.957995057106018,[ 2.5395567 -0.9351434 -1.8128636]
sma smp sd kak seru banget ajar,positive,0.9955053329467772,[ 4.1554966 -1.6542498 -2.3357382]
nonton merinding dr neng banget lihat orang orang pinter gin,negative,0.919676661491394,[-0.18488307 -2.553628    2.3425527 ]
ui pinter banget,positive,0.9940071105957032,[ 3.860087  -2.093338  -1.8145285]
settingan gimmick gapapa nama edukasi motivasi,negative,0.931999444961548,[-1.057435   -0.96666694  2.2999413 ]
sijjaakk,positive,0.8435180187225342,[ 1.9300127  -2.461322    0.17628278]
kalah hebat samngttt,negative,0.9935894012451172,[-1.324255  -2.797886   3.9253972]
kaya squid game bunuh,negative,0.9932705760002136,[-2.6848586 -1.2903628  3.9256608]
acara keren,positive,0.9964078068733216,[ 4.30747   -1.6062591 -2.7022989]
baik ruang guru,neutral,0.5193479657173157,[ 0.49339426  0.67401594 -1.72574   ]
andai siswa indonesia universitas harvard cambrige mit auto orang pinter indonesia sih,positive,0.7328812479972839,[ 1.1773334  -0.72999066 -0.35514203]
eliminasi keren partisipasi bangga semangat gagal nyerah,positive,0.5708577036857605,[ 1.3272789 -2.8720212  1.021764 ]
aa gokill,positive,0.9855833053588868,[ 3.4265535 -2.6379232 -0.9713076]
lihat orang pinter senang,positive,0.9947664737701416,[ 3.981644  -1.8892307 -2.0338166]
bis g anak accounting siii aah,positive,0.8091287016868591,[ 1.4686525  -1.4632504  -0.23179491]
sandy,neutral,0.3771849572658539,[-0.13276409 -0.06520011 -0.39850563]
tim bodoh bodoh banget,negative,0.9983238577842712,[-2.568009  -2.2126634  4.7080903]
keren keren,positive,0.9968549013137816,[ 4.3253975 -1.955154  -2.3335257]
masuk situ hebat,positive,0.9962387084960938,[ 4.2615747 -1.8078182 -2.2657576]
tayang tivi,neutral,0.9809780120849608,[-0.9119612  3.1998184 -2.605285 ]
tampil b mampu,positive,0.9347482919692992,[ 2.2137153 -1.3185165 -0.9910825]
ah ttp kalah ord l ups,negative,0.9889339208602904,[-1.440232  -2.3406806  3.3935335]
yesaya rippo kocak jago taunting,positive,0.5293723940849304,[ 1.1943498 -2.1691542  1.0370121]
adek2 eliminasi great hebat baik siklus hidup proses seleksi natural,positive,0.9938830137252808,[ 3.9672446 -1.4365537 -2.4366066]
langsung subscribe,neutral,0.9166795611381532,[ 0.12943117  2.5705798  -2.993545  ]
moga anak kelak kayak gni bantu doain agista,positive,0.924929976463318,[ 2.2037575 -0.4526875 -2.309231 ]
optimis indonesia negara semangat adik2,positive,0.9869577884674072,[ 3.5457492 -0.9226956 -2.8026693]
menang terharuuu pinter pinter banget yaaallah,positive,0.9927385449409484,[ 3.7425816 -1.9600663 -1.7845452]
lihat udh merinding masya allah,positive,0.7050032615661621,[ 1.2999986  -1.8859257   0.32473573]
universitas sriwijaya,neutral,0.856378972530365,[ 0.16266923  2.0144482  -2.5184455 ]
super2 bawa euforia positif bgtzzzzz program moga depan program2 brillian,positive,0.9887168407440186,[ 3.5534031 -1.1402118 -2.5396867]
ter eliminasi tetep keren banget,positive,0.9966703057289124,[ 4.3443775 -1.8111691 -2.3652182]
posisi kerennn bggtt asliiiiiiiiii,positive,0.9966237545013428,[ 4.2991805 -1.9013373 -2.3015792]
bocah tiktok norak nonton terima kasih ruang guru,negative,0.9977230429649352,[-2.3666725 -2.2765102  4.4552217]
tayang ter best sih,positive,0.9953693747520448,[ 4.1281314 -1.7493724 -2.1642706]
keren banget acara gin bikin motivasi studi,positive,0.99585622549057,[ 4.2808156 -1.528946  -2.4760683]
tegang,negative,0.997338593006134,[-2.1732907 -2.0944     4.4863067]
35 37 aduh manis gagal,negative,0.9937008619308472,[-2.5892746 -1.3557944  3.9608607]
lihat kayak murid duduk lihat murid duduk,negative,0.9844962358474731,[-2.9977095 -0.6901775  3.5557315]
ruang guru gara dateng mahasiswa mahasiswi tinggal ngenalin ruang guru pokok terima kasih kk mahasiswa mahasiswi ruang guru,negative,0.6311722993850708,[-2.0124004   0.30472225  0.9359688 ]
keren,positive,0.9971580505371094,[ 4.437896  -1.8782336 -2.4276972]
gara2 habis lihat acara denny sumargo,neutral,0.8023643493652344,[-3.62208     2.3836443   0.97245026]
influencer adu,positive,0.8146749138832092,[ 1.4578779 -0.2071266 -1.8045921]
anak pinter gin menang haru sihh bangga anak,positive,0.9836977124214172,[ 3.2632663 -2.2666278 -1.1103129]
tonton bikin pinter,positive,0.9912822246551514,[ 3.6435897 -1.9350681 -1.6513827]
nama2 universitas ngeriii,negative,0.9965117573738098,[-2.1390402 -2.1245155  4.216273 ]
game gampang,positive,0.9913583993911744,[ 3.8091462 -1.1253991 -2.677774 ]
keren acara bkin bangga,positive,0.9950547218322754,[ 3.9620721 -1.9871136 -2.0862226]
sandy pinter ganteng,positive,0.9951531887054444,[ 4.053374  -1.7867961 -2.1803772]
hobby tim pinter nonton org pinter,positive,0.9835906624794006,[ 3.2440054 -1.6496676 -1.4457136]
tantang,positive,0.802560031414032,[ 1.3661126  -0.23767343 -1.7376721 ]
semangat hebat,positive,0.9949358701705932,[ 4.070183  -1.5896509 -2.3632853]
24 25 miris banget,negative,0.9964990615844728,[-2.9766314 -1.6264782  4.2552133]
nyaman dg teknologi bikin otak mendem teknik manual human bikin otak cerdas teliti,positive,0.9545586705207824,[ 2.8709085 -0.2623549 -2.643288 ]
